geometry_id,geography_id,boundary_version,geometry_revision,geometry_source_id,valid_from,valid_to,source_id,source_url,source_crs,geometry_hash,quality_status,limitation
"0c1cd79b-c3c6-5524-87ed-3f85244db8bb","c7c9455c-ca25-5e84-a349-498d47b92c72","2012-01","1","HDX-ADMINISTRATIVE-WARDS-1450-2019","2012-03-09","","HDX-ADMINISTRATIVE-WARDS-1450-2019","https://data.humdata.org/dataset/administrative-wards-in-kenya-1450","EPSG:4326","331332d83b2efc60604803b82295df200d65b561a648f07ff9b30a616f70d8b7","validated_external","External HDX-hosted ward geometry reconciled to the Kenya Data Atlas legal registry; not supplied directly by IEBC."
"9305b925-0635-5e4f-b674-39a38e74b04e","bddfa363-2483-5334-a88a-778d0f66f9d3","2012-01","1","HDX-ADMINISTRATIVE-WARDS-1450-2019","2012-03-09","","HDX-ADMINISTRATIVE-WARDS-1450-2019","https://data.humdata.org/dataset/administrative-wards-in-kenya-1450","EPSG:4326","0cd1415dbf8b42de54afac0b2878d15a82bdb83a8c36e5315383b27c8ac6b8c8","validated_external_with_review","External HDX-hosted ward geometry reconciled to the Kenya Data Atlas legal registry; not supplied directly by IEBC."
"3c02fc22-f19f-5665-891e-cb7b4cacde97","ff0f205e-8046-5dc6-bb10-7c78c8b5fe06","2012-01","1","HDX-ADMINISTRATIVE-WARDS-1450-2019","2012-03-09","","HDX-ADMINISTRATIVE-WARDS-1450-2019","https://data.humdata.org/dataset/administrative-wards-in-kenya-1450","EPSG:4326","b57413efd284b0c05ca66dcf0a193c2a32c6e4b83a97029e144dd497af06a767","derived_validated","Derived by dissolving 5 child polygons from the canonical ward layer. Not supplied directly by IEBC. Parent edges inherit ward-layer accuracy."
"42c00240-38c1-53a0-a1ee-a49097e15b2d","2d51561e-e009-562c-91e6-8b09217b8f66","2012-01","1","HDX-ADMINISTRATIVE-WARDS-1450-2019","2012-03-09","","HDX-ADMINISTRATIVE-WARDS-1450-2019","https://data.humdata.org/dataset/administrative-wards-in-kenya-1450","EPSG:4326","15805bc348dcc3ab2a7eb9ffcbedc3e07cbeaff65996df5f1c715a8637c8a52a","validated_external","External HDX-hosted ward geometry reconciled to the Kenya Data Atlas legal registry; not supplied directly by IEBC."
"406ab218-a816-55bf-a772-678b3a7504b7","5bf94ab4-daf9-5ef4-a098-4cc6f4db7bd2","2012-01","1","HDX-ADMINISTRATIVE-WARDS-1450-2019","2012-03-09","","HDX-ADMINISTRATIVE-WARDS-1450-2019","https://data.humdata.org/dataset/administrative-wards-in-kenya-1450","EPSG:4326","749a11c509f944762865f2ae914f3c544b71f8391e61c6d04692971eeafe2cce","validated_external","External HDX-hosted ward geometry reconciled to the Kenya Data Atlas legal registry; not supplied directly by IEBC."
"0eebc49c-e871-54bb-9607-c2d88ec8d934","ad97eb89-19dd-52f6-82b7-7cf31a15829a","2012-01","1","HDX-ADMINISTRATIVE-WARDS-1450-2019","2012-03-09","","HDX-ADMINISTRATIVE-WARDS-1450-2019","https://data.humdata.org/dataset/administrative-wards-in-kenya-1450","EPSG:4326","6b77349a2249b25e4620af4cd132108f43c8d8fb1005760ec4a58894cbdede5a","validated_external","External HDX-hosted ward geometry reconciled to the Kenya Data Atlas legal registry; not supplied directly by IEBC."
"210f9120-2206-508e-a618-bfb36b10efa4","5e1b2568-ccda-57c9-9c04-47ec0de57863","2012-01","1","HDX-ADMINISTRATIVE-WARDS-1450-2019","2012-03-09","","HDX-ADMINISTRATIVE-WARDS-1450-2019","https://data.humdata.org/dataset/administrative-wards-in-kenya-1450","EPSG:4326","ffb8a6068b0c891e1a7c4321a0d27084c62326052b3018581af1cd915e14ccb8","validated_external_with_review","External HDX-hosted ward geometry reconciled to the Kenya Data Atlas legal registry; not supplied directly by IEBC."
"21f05078-2cdb-5daf-b99d-84da26979b6e","94926a61-e7b9-53fb-ae76-4f9aa5e85048","2012-01","1","HDX-ADMINISTRATIVE-WARDS-1450-2019","2012-03-09","","HDX-ADMINISTRATIVE-WARDS-1450-2019","https://data.humdata.org/dataset/administrative-wards-in-kenya-1450","EPSG:4326","f2168ab1168e5cc02d63d0ee1798c1c6038e94fc7c0bdea535cea108b8c394e4","validated_external","External HDX-hosted ward geometry reconciled to the Kenya Data Atlas legal registry; not supplied directly by IEBC."
"e62a6934-c7a8-5888-90b2-f38cd0449a24","73c49e9b-999b-5afe-b5e0-c5df4a48efed","2012-01","1","HDX-ADMINISTRATIVE-WARDS-1450-2019","2010-08-27","","HDX-ADMINISTRATIVE-WARDS-1450-2019","https://data.humdata.org/dataset/administrative-wards-in-kenya-1450","EPSG:4326","afbea7848c6519eca554bc2de01f3d2f24830ce8d01a9f4fff15deada38a7f75","derived_provisional","Derived by dissolving 4 child polygons from the canonical ward layer. Not supplied directly by IEBC. Parent edges inherit ward-layer accuracy."
"4509fc74-6389-5e5a-8256-e5e0d8fcf31a","d5273b88-f5cf-5dc9-b81e-b723a30f1bbd","2012-01","1","HDX-ADMINISTRATIVE-WARDS-1450-2019","2012-03-09","","HDX-ADMINISTRATIVE-WARDS-1450-2019","https://data.humdata.org/dataset/administrative-wards-in-kenya-1450","EPSG:4326","fd28daa725c16376121136aa4299f4b33b802d7f17bd4d68cc489ccaac0cd587","derived_validated","Derived by dissolving 6 child polygons from the canonical ward layer. Not supplied directly by IEBC. Parent edges inherit ward-layer accuracy."
"5a59351b-1264-5be7-aacd-914e82db70bf","9bec2a04-64fb-5115-ab79-6b9b621198fe","2012-01","1","HDX-ADMINISTRATIVE-WARDS-1450-2019","2012-03-09","","HDX-ADMINISTRATIVE-WARDS-1450-2019","https://data.humdata.org/dataset/administrative-wards-in-kenya-1450","EPSG:4326","300d8a45fc595f68951307a05d9eded27ecff8298f9156ae8a5247eb293031e2","validated_external","External HDX-hosted ward geometry reconciled to the Kenya Data Atlas legal registry; not supplied directly by IEBC."
"72e99e46-79cc-5fff-8556-36c63636890d","ee786c49-86fd-511e-9403-6eb9274c6138","2012-01","1","HDX-ADMINISTRATIVE-WARDS-1450-2019","2012-03-09","","HDX-ADMINISTRATIVE-WARDS-1450-2019","https://data.humdata.org/dataset/administrative-wards-in-kenya-1450","EPSG:4326","6e3d9a5b6263ca504a9ff9c373f3484879a2de259135fab11962ca7b9a208317","validated_external","External HDX-hosted ward geometry reconciled to the Kenya Data Atlas legal registry; not supplied directly by IEBC."
