slot_key,surface,geo_code,geography_name,level,tab,indicator_code,indicator_name,lifecycle_status,status,resolved,completion_phase,reason,series_code,observation_id,period_label,value,badge,geographic_method,source,source_url
"KEN-C001-CON001-W0001|profile|infrastructure|IND-HEALTH-FACILITY-DENSITY","profile","KEN-C001-CON001-W0001","Port Reitz","ward","infrastructure","IND-HEALTH-FACILITY-DENSITY","Health facilities assessed per 10,000 residents","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","MoH Kenya Health Facility Census 2023 + KNBS Gross County Product 2024 projected 2023 population","https://www.health.go.ke/sites/default/files/2024-01/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf"
"KEN-C001-CON001-W0001|profile|overview|IND-LAND-AREA","profile","KEN-C001-CON001-W0001","Port Reitz","ward","overview","IND-LAND-AREA","Land area","active","published_derived","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-AREA-KEN-C001-CON001-W0001","8a20ecdb-53b4-559a-a8f2-62724ea9ae68","Boundary-derived 2012-01","1.6","B","aggregated","KDA","https://github.com/dansamuka/kenya-data-atlas/blob/main/docs/methodology/indicators.md"
"KEN-C001-CON001-W0001|profile|overview|IND-POPULATION","profile","KEN-C001-CON001-W0001","Port Reitz","ward","overview","IND-POPULATION","Population","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-results/"
"KEN-C001-CON001-W0001|profile|overview|IND-REGISTERED-VOTERS","profile","KEN-C001-CON001-W0001","Port Reitz","ward","overview","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON001-W0001|profile|people|IND-POPULATION","profile","KEN-C001-CON001-W0001","Port Reitz","ward","people","IND-POPULATION","Population","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-results/"
"KEN-C001-CON001-W0001|profile|people|IND-REGISTERED-VOTERS","profile","KEN-C001-CON001-W0001","Port Reitz","ward","people","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON001-W0001|profile|representation|IND-MCA-IDENTITY","profile","KEN-C001-CON001-W0001","Port Reitz","ward","representation","IND-MCA-IDENTITY","Member of County Assembly (name, party)","planned","planned_unresolved","false","P24","No single confirmed machine-readable source; remain planned.","","","","","","","County assemblies / IEBC",""
"KEN-C001-CON001-W0001|profile|representation|IND-REGISTERED-VOTERS","profile","KEN-C001-CON001-W0001","Port Reitz","ward","representation","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON001-W0001|profile|representation|IND-TURNOUT-HISTORY","profile","KEN-C001-CON001-W0001","Port Reitz","ward","representation","IND-TURNOUT-HISTORY","Turnout, prior general elections","planned","planned_unresolved","false","P24","Natural extension of the Sprint 2 electoral architecture; not yet ingested.","","","","","","","IEBC",""
"KEN-C001-CON001-W0001|profile|representation|IND-WARD-FUND-ALLOCATION","profile","KEN-C001-CON001-W0001","Port Reitz","ward","representation","IND-WARD-FUND-ALLOCATION","Ward-level development fund allocation","planned","planned_unresolved","false","P24","Never divide county budgets mechanically by ward count.","","","","","","","County-specific publications",""
"KEN-C001-CON001-W0002|profile|infrastructure|IND-HEALTH-FACILITY-DENSITY","profile","KEN-C001-CON001-W0002","Kipevu","ward","infrastructure","IND-HEALTH-FACILITY-DENSITY","Health facilities assessed per 10,000 residents","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","MoH Kenya Health Facility Census 2023 + KNBS Gross County Product 2024 projected 2023 population","https://www.health.go.ke/sites/default/files/2024-01/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf"
"KEN-C001-CON001-W0002|profile|overview|IND-LAND-AREA","profile","KEN-C001-CON001-W0002","Kipevu","ward","overview","IND-LAND-AREA","Land area","active","published_derived","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-AREA-KEN-C001-CON001-W0002","440dbc61-5643-5b53-8c66-76e7508ca929","Boundary-derived 2012-01","3.2","B","aggregated","KDA","https://github.com/dansamuka/kenya-data-atlas/blob/main/docs/methodology/indicators.md"
"KEN-C001-CON001-W0002|profile|overview|IND-POPULATION","profile","KEN-C001-CON001-W0002","Kipevu","ward","overview","IND-POPULATION","Population","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-results/"
"KEN-C001-CON001-W0002|profile|overview|IND-REGISTERED-VOTERS","profile","KEN-C001-CON001-W0002","Kipevu","ward","overview","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON001-W0002|profile|people|IND-POPULATION","profile","KEN-C001-CON001-W0002","Kipevu","ward","people","IND-POPULATION","Population","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-results/"
"KEN-C001-CON001-W0002|profile|people|IND-REGISTERED-VOTERS","profile","KEN-C001-CON001-W0002","Kipevu","ward","people","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON001-W0002|profile|representation|IND-MCA-IDENTITY","profile","KEN-C001-CON001-W0002","Kipevu","ward","representation","IND-MCA-IDENTITY","Member of County Assembly (name, party)","planned","planned_unresolved","false","P24","No single confirmed machine-readable source; remain planned.","","","","","","","County assemblies / IEBC",""
"KEN-C001-CON001-W0002|profile|representation|IND-REGISTERED-VOTERS","profile","KEN-C001-CON001-W0002","Kipevu","ward","representation","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON001-W0002|profile|representation|IND-TURNOUT-HISTORY","profile","KEN-C001-CON001-W0002","Kipevu","ward","representation","IND-TURNOUT-HISTORY","Turnout, prior general elections","planned","planned_unresolved","false","P24","Natural extension of the Sprint 2 electoral architecture; not yet ingested.","","","","","","","IEBC",""
"KEN-C001-CON001-W0002|profile|representation|IND-WARD-FUND-ALLOCATION","profile","KEN-C001-CON001-W0002","Kipevu","ward","representation","IND-WARD-FUND-ALLOCATION","Ward-level development fund allocation","planned","planned_unresolved","false","P24","Never divide county budgets mechanically by ward count.","","","","","","","County-specific publications",""
"KEN-C001-CON001-W0003|profile|infrastructure|IND-HEALTH-FACILITY-DENSITY","profile","KEN-C001-CON001-W0003","Airport","ward","infrastructure","IND-HEALTH-FACILITY-DENSITY","Health facilities assessed per 10,000 residents","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","MoH Kenya Health Facility Census 2023 + KNBS Gross County Product 2024 projected 2023 population","https://www.health.go.ke/sites/default/files/2024-01/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf"
"KEN-C001-CON001-W0003|profile|overview|IND-LAND-AREA","profile","KEN-C001-CON001-W0003","Airport","ward","overview","IND-LAND-AREA","Land area","active","published_derived","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-AREA-KEN-C001-CON001-W0003","a6ac2f08-cc89-5136-9804-0ab2fc5ca848","Boundary-derived 2012-01","6.4","B","aggregated","KDA","https://github.com/dansamuka/kenya-data-atlas/blob/main/docs/methodology/indicators.md"
"KEN-C001-CON001-W0003|profile|overview|IND-POPULATION","profile","KEN-C001-CON001-W0003","Airport","ward","overview","IND-POPULATION","Population","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-results/"
"KEN-C001-CON001-W0003|profile|overview|IND-REGISTERED-VOTERS","profile","KEN-C001-CON001-W0003","Airport","ward","overview","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON001-W0003|profile|people|IND-POPULATION","profile","KEN-C001-CON001-W0003","Airport","ward","people","IND-POPULATION","Population","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-results/"
"KEN-C001-CON001-W0003|profile|people|IND-REGISTERED-VOTERS","profile","KEN-C001-CON001-W0003","Airport","ward","people","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON001-W0003|profile|representation|IND-MCA-IDENTITY","profile","KEN-C001-CON001-W0003","Airport","ward","representation","IND-MCA-IDENTITY","Member of County Assembly (name, party)","planned","planned_unresolved","false","P24","No single confirmed machine-readable source; remain planned.","","","","","","","County assemblies / IEBC",""
"KEN-C001-CON001-W0003|profile|representation|IND-REGISTERED-VOTERS","profile","KEN-C001-CON001-W0003","Airport","ward","representation","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON001-W0003|profile|representation|IND-TURNOUT-HISTORY","profile","KEN-C001-CON001-W0003","Airport","ward","representation","IND-TURNOUT-HISTORY","Turnout, prior general elections","planned","planned_unresolved","false","P24","Natural extension of the Sprint 2 electoral architecture; not yet ingested.","","","","","","","IEBC",""
"KEN-C001-CON001-W0003|profile|representation|IND-WARD-FUND-ALLOCATION","profile","KEN-C001-CON001-W0003","Airport","ward","representation","IND-WARD-FUND-ALLOCATION","Ward-level development fund allocation","planned","planned_unresolved","false","P24","Never divide county budgets mechanically by ward count.","","","","","","","County-specific publications",""
"KEN-C001-CON001-W0004|profile|infrastructure|IND-HEALTH-FACILITY-DENSITY","profile","KEN-C001-CON001-W0004","Changamwe","ward","infrastructure","IND-HEALTH-FACILITY-DENSITY","Health facilities assessed per 10,000 residents","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","MoH Kenya Health Facility Census 2023 + KNBS Gross County Product 2024 projected 2023 population","https://www.health.go.ke/sites/default/files/2024-01/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf"
"KEN-C001-CON001-W0004|profile|overview|IND-LAND-AREA","profile","KEN-C001-CON001-W0004","Changamwe","ward","overview","IND-LAND-AREA","Land area","active","published_derived","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-AREA-KEN-C001-CON001-W0004","3d80e412-48f8-5247-996f-36258a8c013f","Boundary-derived 2012-01","3.8","B","aggregated","KDA","https://github.com/dansamuka/kenya-data-atlas/blob/main/docs/methodology/indicators.md"
"KEN-C001-CON001-W0004|profile|overview|IND-POPULATION","profile","KEN-C001-CON001-W0004","Changamwe","ward","overview","IND-POPULATION","Population","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-results/"
"KEN-C001-CON001-W0004|profile|overview|IND-REGISTERED-VOTERS","profile","KEN-C001-CON001-W0004","Changamwe","ward","overview","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON001-W0004|profile|people|IND-POPULATION","profile","KEN-C001-CON001-W0004","Changamwe","ward","people","IND-POPULATION","Population","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-results/"
"KEN-C001-CON001-W0004|profile|people|IND-REGISTERED-VOTERS","profile","KEN-C001-CON001-W0004","Changamwe","ward","people","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON001-W0004|profile|representation|IND-MCA-IDENTITY","profile","KEN-C001-CON001-W0004","Changamwe","ward","representation","IND-MCA-IDENTITY","Member of County Assembly (name, party)","planned","planned_unresolved","false","P24","No single confirmed machine-readable source; remain planned.","","","","","","","County assemblies / IEBC",""
"KEN-C001-CON001-W0004|profile|representation|IND-REGISTERED-VOTERS","profile","KEN-C001-CON001-W0004","Changamwe","ward","representation","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON001-W0004|profile|representation|IND-TURNOUT-HISTORY","profile","KEN-C001-CON001-W0004","Changamwe","ward","representation","IND-TURNOUT-HISTORY","Turnout, prior general elections","planned","planned_unresolved","false","P24","Natural extension of the Sprint 2 electoral architecture; not yet ingested.","","","","","","","IEBC",""
"KEN-C001-CON001-W0004|profile|representation|IND-WARD-FUND-ALLOCATION","profile","KEN-C001-CON001-W0004","Changamwe","ward","representation","IND-WARD-FUND-ALLOCATION","Ward-level development fund allocation","planned","planned_unresolved","false","P24","Never divide county budgets mechanically by ward count.","","","","","","","County-specific publications",""
"KEN-C001-CON001-W0005|profile|infrastructure|IND-HEALTH-FACILITY-DENSITY","profile","KEN-C001-CON001-W0005","Chaani","ward","infrastructure","IND-HEALTH-FACILITY-DENSITY","Health facilities assessed per 10,000 residents","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","MoH Kenya Health Facility Census 2023 + KNBS Gross County Product 2024 projected 2023 population","https://www.health.go.ke/sites/default/files/2024-01/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf"
"KEN-C001-CON001-W0005|profile|overview|IND-LAND-AREA","profile","KEN-C001-CON001-W0005","Chaani","ward","overview","IND-LAND-AREA","Land area","active","published_derived","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-AREA-KEN-C001-CON001-W0005","b140ff8a-ae38-5cf8-b9f3-a1b4e61239bf","Boundary-derived 2012-01","1","B","aggregated","KDA","https://github.com/dansamuka/kenya-data-atlas/blob/main/docs/methodology/indicators.md"
"KEN-C001-CON001-W0005|profile|overview|IND-POPULATION","profile","KEN-C001-CON001-W0005","Chaani","ward","overview","IND-POPULATION","Population","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-results/"
"KEN-C001-CON001-W0005|profile|overview|IND-REGISTERED-VOTERS","profile","KEN-C001-CON001-W0005","Chaani","ward","overview","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON001-W0005|profile|people|IND-POPULATION","profile","KEN-C001-CON001-W0005","Chaani","ward","people","IND-POPULATION","Population","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-results/"
"KEN-C001-CON001-W0005|profile|people|IND-REGISTERED-VOTERS","profile","KEN-C001-CON001-W0005","Chaani","ward","people","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON001-W0005|profile|representation|IND-MCA-IDENTITY","profile","KEN-C001-CON001-W0005","Chaani","ward","representation","IND-MCA-IDENTITY","Member of County Assembly (name, party)","planned","planned_unresolved","false","P24","No single confirmed machine-readable source; remain planned.","","","","","","","County assemblies / IEBC",""
"KEN-C001-CON001-W0005|profile|representation|IND-REGISTERED-VOTERS","profile","KEN-C001-CON001-W0005","Chaani","ward","representation","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON001-W0005|profile|representation|IND-TURNOUT-HISTORY","profile","KEN-C001-CON001-W0005","Chaani","ward","representation","IND-TURNOUT-HISTORY","Turnout, prior general elections","planned","planned_unresolved","false","P24","Natural extension of the Sprint 2 electoral architecture; not yet ingested.","","","","","","","IEBC",""
"KEN-C001-CON001-W0005|profile|representation|IND-WARD-FUND-ALLOCATION","profile","KEN-C001-CON001-W0005","Chaani","ward","representation","IND-WARD-FUND-ALLOCATION","Ward-level development fund allocation","planned","planned_unresolved","false","P24","Never divide county budgets mechanically by ward count.","","","","","","","County-specific publications",""
"KEN-C001-CON001|profile|infrastructure|IND-HEALTH-FACILITY-DENSITY","profile","KEN-C001-CON001","Changamwe","constituency","infrastructure","IND-HEALTH-FACILITY-DENSITY","Health facilities assessed per 10,000 residents","active","active_missing","false","P23","Indicator is active but no canonical observation is attached to this geography.","","","","","","","MoH Kenya Health Facility Census 2023 + KNBS Gross County Product 2024 projected 2023 population","https://www.health.go.ke/sites/default/files/2024-01/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf"
"KEN-C001-CON001|profile|overview|IND-LAND-AREA","profile","KEN-C001-CON001","Changamwe","constituency","overview","IND-LAND-AREA","Land area","active","published_derived","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-AREA-KEN-C001-CON001","2834f87e-4997-52a0-ac7d-e5ab16a451d5","Boundary-derived 2012-01","16.1","B","aggregated","KDA","https://github.com/dansamuka/kenya-data-atlas/blob/main/docs/methodology/indicators.md"
"KEN-C001-CON001|profile|overview|IND-POPULATION","profile","KEN-C001-CON001","Changamwe","constituency","overview","IND-POPULATION","Population","active","active_missing","false","P23","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-results/"
"KEN-C001-CON001|profile|overview|IND-REGISTERED-VOTERS","profile","KEN-C001-CON001","Changamwe","constituency","overview","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P23","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON001|profile|people|IND-HOUSEHOLD-SIZE","profile","KEN-C001-CON001","Changamwe","constituency","people","IND-HOUSEHOLD-SIZE","Average household size","active","active_missing","false","P23","Indicator is active but no canonical observation is attached to this geography.","","","","","","","KNBS 2019 Kenya Population and Housing Census, Volume I, Table 2.3","https://repository.knbs.or.ke/handle/knbs-ke-repo/385"
"KEN-C001-CON001|profile|people|IND-POPULATION","profile","KEN-C001-CON001","Changamwe","constituency","people","IND-POPULATION","Population","active","active_missing","false","P23","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-results/"
"KEN-C001-CON001|profile|people|IND-REGISTERED-VOTERS","profile","KEN-C001-CON001","Changamwe","constituency","people","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P23","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON001|profile|representation|IND-MP-IDENTITY","profile","KEN-C001-CON001","Changamwe","constituency","representation","IND-MP-IDENTITY","Member of Parliament (name, party)","planned","planned_unresolved","false","P23","No single confirmed machine-readable source; remain planned.","","","","","","","IEBC / Parliament of Kenya",""
"KEN-C001-CON001|profile|representation|IND-NG-CDF-ALLOCATION","profile","KEN-C001-CON001","Changamwe","constituency","representation","IND-NG-CDF-ALLOCATION","NG-CDF allocation (financial year)","planned","planned_unresolved","false","P23","Do not promote until a specific citable report/page is identified.","","","","","","","NG-CDF Board",""
"KEN-C001-CON001|profile|representation|IND-NG-CDF-UTILIZATION","profile","KEN-C001-CON001","Changamwe","constituency","representation","IND-NG-CDF-UTILIZATION","NG-CDF utilization rate","planned","planned_unresolved","false","P23","Do not promote until a specific citable report/page is identified.","","","","","","","NG-CDF Board",""
"KEN-C001-CON001|profile|representation|IND-REGISTERED-VOTERS","profile","KEN-C001-CON001","Changamwe","constituency","representation","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P23","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON001|profile|representation|IND-TURNOUT-HISTORY","profile","KEN-C001-CON001","Changamwe","constituency","representation","IND-TURNOUT-HISTORY","Turnout, prior general elections","planned","planned_unresolved","false","P23","Natural extension of the Sprint 2 electoral architecture; not yet ingested.","","","","","","","IEBC",""
"KEN-C001-CON002-W0006|profile|infrastructure|IND-HEALTH-FACILITY-DENSITY","profile","KEN-C001-CON002-W0006","Jomvu Kuu","ward","infrastructure","IND-HEALTH-FACILITY-DENSITY","Health facilities assessed per 10,000 residents","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","MoH Kenya Health Facility Census 2023 + KNBS Gross County Product 2024 projected 2023 population","https://www.health.go.ke/sites/default/files/2024-01/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf"
"KEN-C001-CON002-W0006|profile|overview|IND-LAND-AREA","profile","KEN-C001-CON002-W0006","Jomvu Kuu","ward","overview","IND-LAND-AREA","Land area","active","published_derived","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-AREA-KEN-C001-CON002-W0006","9d4fa4d0-0cf6-55e9-a088-6b77ccf64443","Boundary-derived 2012-01","19.1","B","aggregated","KDA","https://github.com/dansamuka/kenya-data-atlas/blob/main/docs/methodology/indicators.md"
"KEN-C001-CON002-W0006|profile|overview|IND-POPULATION","profile","KEN-C001-CON002-W0006","Jomvu Kuu","ward","overview","IND-POPULATION","Population","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-results/"
"KEN-C001-CON002-W0006|profile|overview|IND-REGISTERED-VOTERS","profile","KEN-C001-CON002-W0006","Jomvu Kuu","ward","overview","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON002-W0006|profile|people|IND-POPULATION","profile","KEN-C001-CON002-W0006","Jomvu Kuu","ward","people","IND-POPULATION","Population","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-results/"
"KEN-C001-CON002-W0006|profile|people|IND-REGISTERED-VOTERS","profile","KEN-C001-CON002-W0006","Jomvu Kuu","ward","people","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON002-W0006|profile|representation|IND-MCA-IDENTITY","profile","KEN-C001-CON002-W0006","Jomvu Kuu","ward","representation","IND-MCA-IDENTITY","Member of County Assembly (name, party)","planned","planned_unresolved","false","P24","No single confirmed machine-readable source; remain planned.","","","","","","","County assemblies / IEBC",""
"KEN-C001-CON002-W0006|profile|representation|IND-REGISTERED-VOTERS","profile","KEN-C001-CON002-W0006","Jomvu Kuu","ward","representation","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON002-W0006|profile|representation|IND-TURNOUT-HISTORY","profile","KEN-C001-CON002-W0006","Jomvu Kuu","ward","representation","IND-TURNOUT-HISTORY","Turnout, prior general elections","planned","planned_unresolved","false","P24","Natural extension of the Sprint 2 electoral architecture; not yet ingested.","","","","","","","IEBC",""
"KEN-C001-CON002-W0006|profile|representation|IND-WARD-FUND-ALLOCATION","profile","KEN-C001-CON002-W0006","Jomvu Kuu","ward","representation","IND-WARD-FUND-ALLOCATION","Ward-level development fund allocation","planned","planned_unresolved","false","P24","Never divide county budgets mechanically by ward count.","","","","","","","County-specific publications",""
"KEN-C001-CON002-W0007|profile|infrastructure|IND-HEALTH-FACILITY-DENSITY","profile","KEN-C001-CON002-W0007","Miritini","ward","infrastructure","IND-HEALTH-FACILITY-DENSITY","Health facilities assessed per 10,000 residents","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","MoH Kenya Health Facility Census 2023 + KNBS Gross County Product 2024 projected 2023 population","https://www.health.go.ke/sites/default/files/2024-01/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf"
"KEN-C001-CON002-W0007|profile|overview|IND-LAND-AREA","profile","KEN-C001-CON002-W0007","Miritini","ward","overview","IND-LAND-AREA","Land area","active","published_derived","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-AREA-KEN-C001-CON002-W0007","35600420-b202-5e4a-a754-a7d303b005c6","Boundary-derived 2012-01","10.4","B","aggregated","KDA","https://github.com/dansamuka/kenya-data-atlas/blob/main/docs/methodology/indicators.md"
"KEN-C001-CON002-W0007|profile|overview|IND-POPULATION","profile","KEN-C001-CON002-W0007","Miritini","ward","overview","IND-POPULATION","Population","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-results/"
"KEN-C001-CON002-W0007|profile|overview|IND-REGISTERED-VOTERS","profile","KEN-C001-CON002-W0007","Miritini","ward","overview","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON002-W0007|profile|people|IND-POPULATION","profile","KEN-C001-CON002-W0007","Miritini","ward","people","IND-POPULATION","Population","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-results/"
"KEN-C001-CON002-W0007|profile|people|IND-REGISTERED-VOTERS","profile","KEN-C001-CON002-W0007","Miritini","ward","people","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON002-W0007|profile|representation|IND-MCA-IDENTITY","profile","KEN-C001-CON002-W0007","Miritini","ward","representation","IND-MCA-IDENTITY","Member of County Assembly (name, party)","planned","planned_unresolved","false","P24","No single confirmed machine-readable source; remain planned.","","","","","","","County assemblies / IEBC",""
"KEN-C001-CON002-W0007|profile|representation|IND-REGISTERED-VOTERS","profile","KEN-C001-CON002-W0007","Miritini","ward","representation","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON002-W0007|profile|representation|IND-TURNOUT-HISTORY","profile","KEN-C001-CON002-W0007","Miritini","ward","representation","IND-TURNOUT-HISTORY","Turnout, prior general elections","planned","planned_unresolved","false","P24","Natural extension of the Sprint 2 electoral architecture; not yet ingested.","","","","","","","IEBC",""
"KEN-C001-CON002-W0007|profile|representation|IND-WARD-FUND-ALLOCATION","profile","KEN-C001-CON002-W0007","Miritini","ward","representation","IND-WARD-FUND-ALLOCATION","Ward-level development fund allocation","planned","planned_unresolved","false","P24","Never divide county budgets mechanically by ward count.","","","","","","","County-specific publications",""
"KEN-C001-CON002-W0008|profile|infrastructure|IND-HEALTH-FACILITY-DENSITY","profile","KEN-C001-CON002-W0008","Mikindani","ward","infrastructure","IND-HEALTH-FACILITY-DENSITY","Health facilities assessed per 10,000 residents","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","MoH Kenya Health Facility Census 2023 + KNBS Gross County Product 2024 projected 2023 population","https://www.health.go.ke/sites/default/files/2024-01/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf"
