slot_key,surface,geo_code,geography_name,level,tab,indicator_code,indicator_name,lifecycle_status,status,resolved,completion_phase,reason,series_code,observation_id,period_label,value,badge,geographic_method,source,source_url
"KEN-C001-CON005-W0023|profile|representation|IND-REGISTERED-VOTERS","profile","KEN-C001-CON005-W0023","Bofu","ward","representation","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON005-W0023|profile|representation|IND-TURNOUT-HISTORY","profile","KEN-C001-CON005-W0023","Bofu","ward","representation","IND-TURNOUT-HISTORY","Turnout, prior general elections","planned","planned_unresolved","false","P24","Natural extension of the Sprint 2 electoral architecture; not yet ingested.","","","","","","","IEBC",""
"KEN-C001-CON005-W0023|profile|representation|IND-WARD-FUND-ALLOCATION","profile","KEN-C001-CON005-W0023","Bofu","ward","representation","IND-WARD-FUND-ALLOCATION","Ward-level development fund allocation","planned","planned_unresolved","false","P24","Never divide county budgets mechanically by ward count.","","","","","","","County-specific publications",""
"KEN-C001-CON005-W0024|profile|infrastructure|IND-HEALTH-FACILITY-DENSITY","profile","KEN-C001-CON005-W0024","Likoni","ward","infrastructure","IND-HEALTH-FACILITY-DENSITY","Health facilities assessed per 10,000 residents","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","MoH Kenya Health Facility Census 2023 + KNBS Gross County Product 2024 projected 2023 population","https://www.health.go.ke/sites/default/files/2024-01/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf"
"KEN-C001-CON005-W0024|profile|overview|IND-LAND-AREA","profile","KEN-C001-CON005-W0024","Likoni","ward","overview","IND-LAND-AREA","Land area","active","published_derived","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-AREA-KEN-C001-CON005-W0024","95640ac1-c3af-51d2-b0c6-2f825982ed8c","Boundary-derived 2012-01","1.1","B","aggregated","KDA","https://github.com/dansamuka/kenya-data-atlas/blob/main/docs/methodology/indicators.md"
"KEN-C001-CON005-W0024|profile|overview|IND-POPULATION","profile","KEN-C001-CON005-W0024","Likoni","ward","overview","IND-POPULATION","Population","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-results/"
"KEN-C001-CON005-W0024|profile|overview|IND-REGISTERED-VOTERS","profile","KEN-C001-CON005-W0024","Likoni","ward","overview","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON005-W0024|profile|people|IND-POPULATION","profile","KEN-C001-CON005-W0024","Likoni","ward","people","IND-POPULATION","Population","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-results/"
"KEN-C001-CON005-W0024|profile|people|IND-REGISTERED-VOTERS","profile","KEN-C001-CON005-W0024","Likoni","ward","people","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON005-W0024|profile|representation|IND-MCA-IDENTITY","profile","KEN-C001-CON005-W0024","Likoni","ward","representation","IND-MCA-IDENTITY","Member of County Assembly (name, party)","planned","planned_unresolved","false","P24","No single confirmed machine-readable source; remain planned.","","","","","","","County assemblies / IEBC",""
"KEN-C001-CON005-W0024|profile|representation|IND-REGISTERED-VOTERS","profile","KEN-C001-CON005-W0024","Likoni","ward","representation","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON005-W0024|profile|representation|IND-TURNOUT-HISTORY","profile","KEN-C001-CON005-W0024","Likoni","ward","representation","IND-TURNOUT-HISTORY","Turnout, prior general elections","planned","planned_unresolved","false","P24","Natural extension of the Sprint 2 electoral architecture; not yet ingested.","","","","","","","IEBC",""
"KEN-C001-CON005-W0024|profile|representation|IND-WARD-FUND-ALLOCATION","profile","KEN-C001-CON005-W0024","Likoni","ward","representation","IND-WARD-FUND-ALLOCATION","Ward-level development fund allocation","planned","planned_unresolved","false","P24","Never divide county budgets mechanically by ward count.","","","","","","","County-specific publications",""
"KEN-C001-CON005-W0025|profile|infrastructure|IND-HEALTH-FACILITY-DENSITY","profile","KEN-C001-CON005-W0025","Timbwani","ward","infrastructure","IND-HEALTH-FACILITY-DENSITY","Health facilities assessed per 10,000 residents","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","MoH Kenya Health Facility Census 2023 + KNBS Gross County Product 2024 projected 2023 population","https://www.health.go.ke/sites/default/files/2024-01/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf"
"KEN-C001-CON005-W0025|profile|overview|IND-LAND-AREA","profile","KEN-C001-CON005-W0025","Timbwani","ward","overview","IND-LAND-AREA","Land area","active","published_derived","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-AREA-KEN-C001-CON005-W0025","d143597c-b80a-5095-af92-912b330f4bf3","Boundary-derived 2012-01","6.8","B","aggregated","KDA","https://github.com/dansamuka/kenya-data-atlas/blob/main/docs/methodology/indicators.md"
"KEN-C001-CON005-W0025|profile|overview|IND-POPULATION","profile","KEN-C001-CON005-W0025","Timbwani","ward","overview","IND-POPULATION","Population","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-results/"
"KEN-C001-CON005-W0025|profile|overview|IND-REGISTERED-VOTERS","profile","KEN-C001-CON005-W0025","Timbwani","ward","overview","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON005-W0025|profile|people|IND-POPULATION","profile","KEN-C001-CON005-W0025","Timbwani","ward","people","IND-POPULATION","Population","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-results/"
"KEN-C001-CON005-W0025|profile|people|IND-REGISTERED-VOTERS","profile","KEN-C001-CON005-W0025","Timbwani","ward","people","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON005-W0025|profile|representation|IND-MCA-IDENTITY","profile","KEN-C001-CON005-W0025","Timbwani","ward","representation","IND-MCA-IDENTITY","Member of County Assembly (name, party)","planned","planned_unresolved","false","P24","No single confirmed machine-readable source; remain planned.","","","","","","","County assemblies / IEBC",""
"KEN-C001-CON005-W0025|profile|representation|IND-REGISTERED-VOTERS","profile","KEN-C001-CON005-W0025","Timbwani","ward","representation","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON005-W0025|profile|representation|IND-TURNOUT-HISTORY","profile","KEN-C001-CON005-W0025","Timbwani","ward","representation","IND-TURNOUT-HISTORY","Turnout, prior general elections","planned","planned_unresolved","false","P24","Natural extension of the Sprint 2 electoral architecture; not yet ingested.","","","","","","","IEBC",""
"KEN-C001-CON005-W0025|profile|representation|IND-WARD-FUND-ALLOCATION","profile","KEN-C001-CON005-W0025","Timbwani","ward","representation","IND-WARD-FUND-ALLOCATION","Ward-level development fund allocation","planned","planned_unresolved","false","P24","Never divide county budgets mechanically by ward count.","","","","","","","County-specific publications",""
"KEN-C001-CON005|profile|infrastructure|IND-HEALTH-FACILITY-DENSITY","profile","KEN-C001-CON005","Likoni","constituency","infrastructure","IND-HEALTH-FACILITY-DENSITY","Health facilities assessed per 10,000 residents","active","active_missing","false","P23","Indicator is active but no canonical observation is attached to this geography.","","","","","","","MoH Kenya Health Facility Census 2023 + KNBS Gross County Product 2024 projected 2023 population","https://www.health.go.ke/sites/default/files/2024-01/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf"
"KEN-C001-CON005|profile|overview|IND-LAND-AREA","profile","KEN-C001-CON005","Likoni","constituency","overview","IND-LAND-AREA","Land area","active","published_derived","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-AREA-KEN-C001-CON005","a7afb44f-ccc0-5e1f-ab04-0bf099d190b8","Boundary-derived 2012-01","41.2","B","aggregated","KDA","https://github.com/dansamuka/kenya-data-atlas/blob/main/docs/methodology/indicators.md"
"KEN-C001-CON005|profile|overview|IND-POPULATION","profile","KEN-C001-CON005","Likoni","constituency","overview","IND-POPULATION","Population","active","active_missing","false","P23","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-results/"
"KEN-C001-CON005|profile|overview|IND-REGISTERED-VOTERS","profile","KEN-C001-CON005","Likoni","constituency","overview","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P23","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON005|profile|people|IND-HOUSEHOLD-SIZE","profile","KEN-C001-CON005","Likoni","constituency","people","IND-HOUSEHOLD-SIZE","Average household size","active","active_missing","false","P23","Indicator is active but no canonical observation is attached to this geography.","","","","","","","KNBS 2019 Kenya Population and Housing Census, Volume I, Table 2.3","https://repository.knbs.or.ke/handle/knbs-ke-repo/385"
"KEN-C001-CON005|profile|people|IND-POPULATION","profile","KEN-C001-CON005","Likoni","constituency","people","IND-POPULATION","Population","active","active_missing","false","P23","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-results/"
"KEN-C001-CON005|profile|people|IND-REGISTERED-VOTERS","profile","KEN-C001-CON005","Likoni","constituency","people","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P23","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON005|profile|representation|IND-MP-IDENTITY","profile","KEN-C001-CON005","Likoni","constituency","representation","IND-MP-IDENTITY","Member of Parliament (name, party)","planned","planned_unresolved","false","P23","No single confirmed machine-readable source; remain planned.","","","","","","","IEBC / Parliament of Kenya",""
"KEN-C001-CON005|profile|representation|IND-NG-CDF-ALLOCATION","profile","KEN-C001-CON005","Likoni","constituency","representation","IND-NG-CDF-ALLOCATION","NG-CDF allocation (financial year)","planned","planned_unresolved","false","P23","Do not promote until a specific citable report/page is identified.","","","","","","","NG-CDF Board",""
"KEN-C001-CON005|profile|representation|IND-NG-CDF-UTILIZATION","profile","KEN-C001-CON005","Likoni","constituency","representation","IND-NG-CDF-UTILIZATION","NG-CDF utilization rate","planned","planned_unresolved","false","P23","Do not promote until a specific citable report/page is identified.","","","","","","","NG-CDF Board",""
"KEN-C001-CON005|profile|representation|IND-REGISTERED-VOTERS","profile","KEN-C001-CON005","Likoni","constituency","representation","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P23","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON005|profile|representation|IND-TURNOUT-HISTORY","profile","KEN-C001-CON005","Likoni","constituency","representation","IND-TURNOUT-HISTORY","Turnout, prior general elections","planned","planned_unresolved","false","P23","Natural extension of the Sprint 2 electoral architecture; not yet ingested.","","","","","","","IEBC",""
"KEN-C001-CON006-W0026|profile|infrastructure|IND-HEALTH-FACILITY-DENSITY","profile","KEN-C001-CON006-W0026","Mji Wa Kale/Makadara","ward","infrastructure","IND-HEALTH-FACILITY-DENSITY","Health facilities assessed per 10,000 residents","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","MoH Kenya Health Facility Census 2023 + KNBS Gross County Product 2024 projected 2023 population","https://www.health.go.ke/sites/default/files/2024-01/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf"
"KEN-C001-CON006-W0026|profile|overview|IND-LAND-AREA","profile","KEN-C001-CON006-W0026","Mji Wa Kale/Makadara","ward","overview","IND-LAND-AREA","Land area","active","published_derived","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-AREA-KEN-C001-CON006-W0026","cc13faa0-9613-5142-88b2-09dd8d039a38","Boundary-derived 2012-01","3","B","aggregated","KDA","https://github.com/dansamuka/kenya-data-atlas/blob/main/docs/methodology/indicators.md"
"KEN-C001-CON006-W0026|profile|overview|IND-POPULATION","profile","KEN-C001-CON006-W0026","Mji Wa Kale/Makadara","ward","overview","IND-POPULATION","Population","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-results/"
"KEN-C001-CON006-W0026|profile|overview|IND-REGISTERED-VOTERS","profile","KEN-C001-CON006-W0026","Mji Wa Kale/Makadara","ward","overview","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON006-W0026|profile|people|IND-POPULATION","profile","KEN-C001-CON006-W0026","Mji Wa Kale/Makadara","ward","people","IND-POPULATION","Population","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-results/"
"KEN-C001-CON006-W0026|profile|people|IND-REGISTERED-VOTERS","profile","KEN-C001-CON006-W0026","Mji Wa Kale/Makadara","ward","people","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON006-W0026|profile|representation|IND-MCA-IDENTITY","profile","KEN-C001-CON006-W0026","Mji Wa Kale/Makadara","ward","representation","IND-MCA-IDENTITY","Member of County Assembly (name, party)","planned","planned_unresolved","false","P24","No single confirmed machine-readable source; remain planned.","","","","","","","County assemblies / IEBC",""
"KEN-C001-CON006-W0026|profile|representation|IND-REGISTERED-VOTERS","profile","KEN-C001-CON006-W0026","Mji Wa Kale/Makadara","ward","representation","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON006-W0026|profile|representation|IND-TURNOUT-HISTORY","profile","KEN-C001-CON006-W0026","Mji Wa Kale/Makadara","ward","representation","IND-TURNOUT-HISTORY","Turnout, prior general elections","planned","planned_unresolved","false","P24","Natural extension of the Sprint 2 electoral architecture; not yet ingested.","","","","","","","IEBC",""
"KEN-C001-CON006-W0026|profile|representation|IND-WARD-FUND-ALLOCATION","profile","KEN-C001-CON006-W0026","Mji Wa Kale/Makadara","ward","representation","IND-WARD-FUND-ALLOCATION","Ward-level development fund allocation","planned","planned_unresolved","false","P24","Never divide county budgets mechanically by ward count.","","","","","","","County-specific publications",""
"KEN-C001-CON006-W0027|profile|infrastructure|IND-HEALTH-FACILITY-DENSITY","profile","KEN-C001-CON006-W0027","Tudor","ward","infrastructure","IND-HEALTH-FACILITY-DENSITY","Health facilities assessed per 10,000 residents","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","MoH Kenya Health Facility Census 2023 + KNBS Gross County Product 2024 projected 2023 population","https://www.health.go.ke/sites/default/files/2024-01/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf"
"KEN-C001-CON006-W0027|profile|overview|IND-LAND-AREA","profile","KEN-C001-CON006-W0027","Tudor","ward","overview","IND-LAND-AREA","Land area","active","published_derived","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-AREA-KEN-C001-CON006-W0027","533bd4db-2902-5b8f-b17c-be0f524a9583","Boundary-derived 2012-01","2.6","B","aggregated","KDA","https://github.com/dansamuka/kenya-data-atlas/blob/main/docs/methodology/indicators.md"
"KEN-C001-CON006-W0027|profile|overview|IND-POPULATION","profile","KEN-C001-CON006-W0027","Tudor","ward","overview","IND-POPULATION","Population","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-results/"
"KEN-C001-CON006-W0027|profile|overview|IND-REGISTERED-VOTERS","profile","KEN-C001-CON006-W0027","Tudor","ward","overview","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON006-W0027|profile|people|IND-POPULATION","profile","KEN-C001-CON006-W0027","Tudor","ward","people","IND-POPULATION","Population","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-results/"
"KEN-C001-CON006-W0027|profile|people|IND-REGISTERED-VOTERS","profile","KEN-C001-CON006-W0027","Tudor","ward","people","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON006-W0027|profile|representation|IND-MCA-IDENTITY","profile","KEN-C001-CON006-W0027","Tudor","ward","representation","IND-MCA-IDENTITY","Member of County Assembly (name, party)","planned","planned_unresolved","false","P24","No single confirmed machine-readable source; remain planned.","","","","","","","County assemblies / IEBC",""
"KEN-C001-CON006-W0027|profile|representation|IND-REGISTERED-VOTERS","profile","KEN-C001-CON006-W0027","Tudor","ward","representation","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON006-W0027|profile|representation|IND-TURNOUT-HISTORY","profile","KEN-C001-CON006-W0027","Tudor","ward","representation","IND-TURNOUT-HISTORY","Turnout, prior general elections","planned","planned_unresolved","false","P24","Natural extension of the Sprint 2 electoral architecture; not yet ingested.","","","","","","","IEBC",""
"KEN-C001-CON006-W0027|profile|representation|IND-WARD-FUND-ALLOCATION","profile","KEN-C001-CON006-W0027","Tudor","ward","representation","IND-WARD-FUND-ALLOCATION","Ward-level development fund allocation","planned","planned_unresolved","false","P24","Never divide county budgets mechanically by ward count.","","","","","","","County-specific publications",""
"KEN-C001-CON006-W0028|profile|infrastructure|IND-HEALTH-FACILITY-DENSITY","profile","KEN-C001-CON006-W0028","Tononoka","ward","infrastructure","IND-HEALTH-FACILITY-DENSITY","Health facilities assessed per 10,000 residents","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","MoH Kenya Health Facility Census 2023 + KNBS Gross County Product 2024 projected 2023 population","https://www.health.go.ke/sites/default/files/2024-01/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf"
"KEN-C001-CON006-W0028|profile|overview|IND-LAND-AREA","profile","KEN-C001-CON006-W0028","Tononoka","ward","overview","IND-LAND-AREA","Land area","active","published_derived","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-AREA-KEN-C001-CON006-W0028","f6d3ca7d-7d13-5d0b-9bd1-841d4390f7a9","Boundary-derived 2012-01","1.5","B","aggregated","KDA","https://github.com/dansamuka/kenya-data-atlas/blob/main/docs/methodology/indicators.md"
"KEN-C001-CON006-W0028|profile|overview|IND-POPULATION","profile","KEN-C001-CON006-W0028","Tononoka","ward","overview","IND-POPULATION","Population","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-results/"
"KEN-C001-CON006-W0028|profile|overview|IND-REGISTERED-VOTERS","profile","KEN-C001-CON006-W0028","Tononoka","ward","overview","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON006-W0028|profile|people|IND-POPULATION","profile","KEN-C001-CON006-W0028","Tononoka","ward","people","IND-POPULATION","Population","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-results/"
"KEN-C001-CON006-W0028|profile|people|IND-REGISTERED-VOTERS","profile","KEN-C001-CON006-W0028","Tononoka","ward","people","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON006-W0028|profile|representation|IND-MCA-IDENTITY","profile","KEN-C001-CON006-W0028","Tononoka","ward","representation","IND-MCA-IDENTITY","Member of County Assembly (name, party)","planned","planned_unresolved","false","P24","No single confirmed machine-readable source; remain planned.","","","","","","","County assemblies / IEBC",""
"KEN-C001-CON006-W0028|profile|representation|IND-REGISTERED-VOTERS","profile","KEN-C001-CON006-W0028","Tononoka","ward","representation","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON006-W0028|profile|representation|IND-TURNOUT-HISTORY","profile","KEN-C001-CON006-W0028","Tononoka","ward","representation","IND-TURNOUT-HISTORY","Turnout, prior general elections","planned","planned_unresolved","false","P24","Natural extension of the Sprint 2 electoral architecture; not yet ingested.","","","","","","","IEBC",""
"KEN-C001-CON006-W0028|profile|representation|IND-WARD-FUND-ALLOCATION","profile","KEN-C001-CON006-W0028","Tononoka","ward","representation","IND-WARD-FUND-ALLOCATION","Ward-level development fund allocation","planned","planned_unresolved","false","P24","Never divide county budgets mechanically by ward count.","","","","","","","County-specific publications",""
"KEN-C001-CON006-W0029|profile|infrastructure|IND-HEALTH-FACILITY-DENSITY","profile","KEN-C001-CON006-W0029","Shimanzi/Ganjoni","ward","infrastructure","IND-HEALTH-FACILITY-DENSITY","Health facilities assessed per 10,000 residents","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","MoH Kenya Health Facility Census 2023 + KNBS Gross County Product 2024 projected 2023 population","https://www.health.go.ke/sites/default/files/2024-01/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf"
"KEN-C001-CON006-W0029|profile|overview|IND-LAND-AREA","profile","KEN-C001-CON006-W0029","Shimanzi/Ganjoni","ward","overview","IND-LAND-AREA","Land area","active","published_derived","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-AREA-KEN-C001-CON006-W0029","3c36c820-2a94-5e64-8f16-63d0d7c39092","Boundary-derived 2012-01","5.6","B","aggregated","KDA","https://github.com/dansamuka/kenya-data-atlas/blob/main/docs/methodology/indicators.md"
"KEN-C001-CON006-W0029|profile|overview|IND-POPULATION","profile","KEN-C001-CON006-W0029","Shimanzi/Ganjoni","ward","overview","IND-POPULATION","Population","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-results/"
"KEN-C001-CON006-W0029|profile|overview|IND-REGISTERED-VOTERS","profile","KEN-C001-CON006-W0029","Shimanzi/Ganjoni","ward","overview","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON006-W0029|profile|people|IND-POPULATION","profile","KEN-C001-CON006-W0029","Shimanzi/Ganjoni","ward","people","IND-POPULATION","Population","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-results/"
"KEN-C001-CON006-W0029|profile|people|IND-REGISTERED-VOTERS","profile","KEN-C001-CON006-W0029","Shimanzi/Ganjoni","ward","people","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON006-W0029|profile|representation|IND-MCA-IDENTITY","profile","KEN-C001-CON006-W0029","Shimanzi/Ganjoni","ward","representation","IND-MCA-IDENTITY","Member of County Assembly (name, party)","planned","planned_unresolved","false","P24","No single confirmed machine-readable source; remain planned.","","","","","","","County assemblies / IEBC",""
"KEN-C001-CON006-W0029|profile|representation|IND-REGISTERED-VOTERS","profile","KEN-C001-CON006-W0029","Shimanzi/Ganjoni","ward","representation","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON006-W0029|profile|representation|IND-TURNOUT-HISTORY","profile","KEN-C001-CON006-W0029","Shimanzi/Ganjoni","ward","representation","IND-TURNOUT-HISTORY","Turnout, prior general elections","planned","planned_unresolved","false","P24","Natural extension of the Sprint 2 electoral architecture; not yet ingested.","","","","","","","IEBC",""
"KEN-C001-CON006-W0029|profile|representation|IND-WARD-FUND-ALLOCATION","profile","KEN-C001-CON006-W0029","Shimanzi/Ganjoni","ward","representation","IND-WARD-FUND-ALLOCATION","Ward-level development fund allocation","planned","planned_unresolved","false","P24","Never divide county budgets mechanically by ward count.","","","","","","","County-specific publications",""
"KEN-C001-CON006-W0030|profile|infrastructure|IND-HEALTH-FACILITY-DENSITY","profile","KEN-C001-CON006-W0030","Majengo","ward","infrastructure","IND-HEALTH-FACILITY-DENSITY","Health facilities assessed per 10,000 residents","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","MoH Kenya Health Facility Census 2023 + KNBS Gross County Product 2024 projected 2023 population","https://www.health.go.ke/sites/default/files/2024-01/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf"
"KEN-C001-CON006-W0030|profile|overview|IND-LAND-AREA","profile","KEN-C001-CON006-W0030","Majengo","ward","overview","IND-LAND-AREA","Land area","active","published_derived","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-AREA-KEN-C001-CON006-W0030","f6cb2515-b1c8-5dc7-a2a1-8cda2dd4f05c","Boundary-derived 2012-01","2.1","B","aggregated","KDA","https://github.com/dansamuka/kenya-data-atlas/blob/main/docs/methodology/indicators.md"
"KEN-C001-CON006-W0030|profile|overview|IND-POPULATION","profile","KEN-C001-CON006-W0030","Majengo","ward","overview","IND-POPULATION","Population","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-results/"
"KEN-C001-CON006-W0030|profile|overview|IND-REGISTERED-VOTERS","profile","KEN-C001-CON006-W0030","Majengo","ward","overview","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON006-W0030|profile|people|IND-POPULATION","profile","KEN-C001-CON006-W0030","Majengo","ward","people","IND-POPULATION","Population","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-results/"
"KEN-C001-CON006-W0030|profile|people|IND-REGISTERED-VOTERS","profile","KEN-C001-CON006-W0030","Majengo","ward","people","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON006-W0030|profile|representation|IND-MCA-IDENTITY","profile","KEN-C001-CON006-W0030","Majengo","ward","representation","IND-MCA-IDENTITY","Member of County Assembly (name, party)","planned","planned_unresolved","false","P24","No single confirmed machine-readable source; remain planned.","","","","","","","County assemblies / IEBC",""
"KEN-C001-CON006-W0030|profile|representation|IND-REGISTERED-VOTERS","profile","KEN-C001-CON006-W0030","Majengo","ward","representation","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
